id,name,rating,review_count,address,phone,latitude,longitude,categories_list
h37t9rA06Sr4EetJjKrfzw,Don Angie,4.5,974,"103 Greenwich Ave, New York, NY 10014",(212) 889-8884,40.73778,-74.00197,Italian; New American
JFmWkslCGTeuwC_Yews4-Q,Carlotto,4.5,95,"100 E 19th St, New York, NY 10003",(212) 209-1054,40.7375,-73.98782,Italian; Wine Bars; Cocktail Bars
BPo5XByMdNiXK_i--gqiRA,Duomo51,4.2,163,"25 W 51st St, Fl 7, New York, NY 10019",(646) 398-8098,40.7599,-73.97823,Italian; Breakfast & Brunch; New American
vjubSxmdG_HoBBgd39geBw,Nino's 46,4.0,1543,"39 W 46th St, New York, NY 10036",(212) 719-4015,40.756899,-73.980507,Italian; Gluten-Free; Pizza
rFeNJtqgMWf2tWy-RB6jgg,Torrisi,4.5,335,"275 Mulberry St, New York, NY 10012",(212) 254-3000,40.72428598821748,-73.9954023,Italian
OWNmOq-TAsHjGcYdCVclSw,Osteria La Baia,4.3,194,"129 W 52nd St, New York, NY 10019",(917) 671-9898,40.76189587672743,-73.9806749,Italian; Venues & Event Spaces; Wine Bars
C9BjYm4WyoQFPQUHmBErDg,Bird Dog,4.4,292,"525 Hudson St, New York, NY 10014",(917) 261-4221,40.733983,-74.006549,Southern; Tuscan
8oO6j7AlnAbMSJs9Oj9GIw,Osteria Delbianco,4.6,266,"22 East 49th St, New York, NY 10017",(212) 838-5972,40.7573689002,-73.9764462233,Italian
pk89jzL1RsE9U0thf_z6tw,Locanda Verde,3.9,1928,"377 Greenwich St, New York, NY 10013",(212) 925-3797,40.7198601300801,-74.010039072422,Italian; Cocktail Bars; Breakfast & Brunch
HR49vM1-kwejaSTwVrEfBw,Osteria Delbianco Bryant Park,4.5,47,"18 E 41st St, New York, NY 10017",(212) 268-1548,40.752197,-73.980487,Italian
rp8S7scxOkVVeG7dNneMGQ,L'Artusi,4.3,2597,"228 W 10th St, New York, NY 10014",(212) 255-5757,40.73384,-74.00515,Italian; Cocktail Bars
Zp-K3ztVTzR-LrWwl_CBgA,La Pecora Bianca,4.2,437,"20 W 40th St, New York, NY 10018",(212) 924-4040,40.7525275894982,-73.9829860255122,Bars; Italian; Breakfast & Brunch
6a0hIQTRVP-zlj_AQHrd6A,Rampoldi,4.6,26,"49 W 64th St, New York, NY 10023",(212) 799-1000,40.7720947,-73.9813502,French; Italian; Cocktail Bars
ZFaIpks0AmQKdFvqYbj0QQ,Barbalu - Brooklyn,4.4,134,"68 Bergen St, Brooklyn, NY 11201",(347) 294-4287,40.68675727907743,-73.99101547782092,Italian; Pizza; Bars
tRIHhPKryUZ56SfIz6mLiA,Angelo's Coal Oven Pizzeria,4.0,1395,"117 W 57th St, New York, NY 10019",(212) 333-4333,40.76492,-73.97794,Pizza; Italian
K9Ur20N51Li3sAvaV9-6Ng,Casa Limone,4.3,143,"20 E 49th St, New York, NY 10017",(646) 370-6282,40.7573268,-73.9766059,Italian; Mediterranean
xsQTIeq-WLkp4ParkTQpMQ,PizzArte,4.1,1418,"69 W 55th St, New York, NY 10019",(212) 247-3936,40.7629335072372,-73.9776668697596,Pizza; Italian; Gluten-Free
HodL0fXoF08C3Ir-kLeTtw,Forma Pasta Factory,4.6,814,"14 Bedford Ave, Brooklyn, NY 11222",(718) 349-2009,40.7238117,-73.95152088549953,Pasta Shops; Italian; Salad
LXdblKc5g1Dp17xiV-Am1w,Trattoria Dell'Arte,4.0,1328,"900 7th Ave, New York, NY 10019",(212) 245-9800,40.76545990643915,-73.98053136970677,Italian
V3USzFEGhuoXez4G2Rk11A,Tavola,4.1,1546,"488 9th Ave, New York, NY 10018",(212) 273-1181,40.755403,-73.994516,Italian; Pizza; Wine Bars
vVVmHacu2YAxKfpIjhfd1g,Norma,4.4,701,"438 3rd Ave, New York, NY 10016",(212) 889-0600,40.743553,-73.980026,Pizza; Sicilian
6eqrk1wCQMww_ejze5gvsg,Forsythia,4.3,193,"9 Stanton St, New York, NY 10002",(646) 590-0609,40.7225353,-73.992492,Italian
wV2YuZKjk5VhZz3I27xtsA,Monterey,3.9,86,"37 East 50th St, New York, NY 10022",(212) 377-7171,40.7578864,-73.9746074,New American; Desserts; Italian
OAqsZMbjv66nOMqlimnYuQ,Uva,4.0,2871,"1486 2nd Ave, New York, NY 10075",(212) 472-4552,40.77219299003591,-73.95561517222123,Italian; Wine Bars; Pizza
zo4JHfD2nWPUiqgsgDOaHQ,Rao's,4.3,220,"455 E 114th St, New York, NY 10029",(212) 722-6709,40.79392,-73.93427,Italian
E48WbksxAk19a8vjJRVIVQ,Ramerino Italian Prime,4.5,145,"16 E 39th St, New York, NY 10016",(646) 880-7885,40.75107,-73.98135,Italian; Wine Bars; Seafood
26emJlm1YMFyOCezfgVk4g,Da Raffaele,4.6,251,"883 First Ave, New York, NY 10022",(646) 895-9849,40.7535386913133,-73.9666010811925,Italian
z8TIY5xLeQptbXxZp3LpsA,Felice 56,4.2,141,"15 W 56th St, New York, NY 10019",(646) 437-7272,40.762862,-73.975396,Italian; Wine Bars
5TX0X8w5ssIACU_pnBEq6g,Tony's Di Napoli,4.2,2874,"147 W 43rd St, New York, NY 10036",(212) 221-0100,40.75641,-73.98547,Italian; Wine Bars; Seafood
qBGKigOGn_flCx1apxPzlA,Piccola Cucina Osteria,4.3,866,"196 Spring St, New York, NY 10012",(646) 478-7488,40.72503127956934,-74.0032820972858,Italian
Z-QmxQZAJEy5GXqA82Bemw,Da Toscano,4.6,208,"24 Minetta Ln, New York, NY 10012",(212) 606-4054,40.730508,-74.001238,Italian
ePuPkfNiBUoj-9P5rzJJWw,Jane Doe,4.1,74,"333 Newark Ave, Jersey City, NJ 07302",(201) 256-3181,40.724784,-74.051569,Cocktail Bars; Italian; Asian Fusion
OwDRIugcA4LkUuTRqpJsog,Naked Dog,4.5,304,"47 Java St, Brooklyn, NY 11222",(929) 337-8096,40.7312720665479,-73.9593493647979,Italian; Wine Bars; Cocktail Bars
JLpEKUYAtzBRQwsUL3RPIA,Il Corso,4.3,506,"54 W 55th St, New York, NY 10019",(212) 957-1500,40.762441,-73.977206,Italian; Wine Bars
GjEE8vvjqb7eeHA3BGNxAw,Barolo East,4.5,317,"214 E 49th St, New York, NY 10017",(212) 754-5710,40.75481,-73.97059,Italian
7_hGsGEkHrjgAiYVjrCFnw,Carbone,4.0,1976,"181 Thompson St, New York, NY 10012",(212) 254-3000,40.72800126711089,-74.00024274442806,Italian
bJd5d2zSg6WfzM0LJM1jvA,Eataly - SoHo,4.0,70,"200 Lafayette St, New York, NY 10012",(212) 937-4019,40.721418,-73.998275,Pizza; Grocery; Italian
OkfqS1xsv26xa7siRZZqbw,Gabriels Bar and Restaurant,4.1,80,"40 Central Park S, New York, NY 10019",(212) 956-4600,40.76523,-73.97557,Bars; Italian
EM0JnhfXWwr_Nqw4_AjWAA,L’incontro,4.5,58,"1572 2nd Ave, New York, NY 10028",(718) 721-3532,40.774974,-73.953619,Italian; Desserts; Pasta Shops
zYaYXpmlo6QdnaPwuxWHhQ,L'Osteria,4.6,67,"1219 Lexington Ave, New York, NY 10028",(646) 524-6294,40.77704,-73.95721,Italian; Desserts; Salad
MOwB9YYd-Ko6nVgSB-ltQw,Briciola,4.0,1087,"370 W 51st St, New York, NY 10019",(646) 678-5763,40.7637997047278,-73.9880919456482,Italian; Wine Bars; Tapas Bars
32WerL8Y97eDpHQqoRh6CA,Sempre Oggi,4.1,47,"164 W 75th St, New York, NY 10023",(212) 377-7150,40.7802763,-73.97988939999999,Italian; Desserts; Venues & Event Spaces
Ve6GVzzJpR5QIIPdcn6ViQ,Mercato,3.8,1120,"352 W 39th St, New York, NY 10018",(212) 643-2000,40.75626,-73.99364,Italian; Cocktail Bars; Desserts
4WDHrSodF1Xidv9ezS6Sgg,Tuscany Steakhouse,4.5,278,"117 W 58th St, New York, NY 10019",(212) 757-8630,40.76546,-73.97724,Steakhouses; Italian; Seafood
riykDqJw_NPGssLgqCeD-Q,Aunt Jake's,4.4,332,"1555 2nd Ave, New York, NY 10028",(917) 261-5040,40.774587,-73.954513,Italian; Wine Bars; Cocktail Bars
urpBS_SwoSwonOtkwJ3i3A,AperiBar,4.5,65,"120 W 41st St, New York, NY 10036",(212) 730-8900,40.75439701794163,-73.98581824994925,Italian; Bars
fFIQ8Rx4x1Z34kFJcmlVzQ,Cacio e Pepe,4.4,102,"1479 York Ave, New York, NY 10075",(646) 682-7676,40.77090864674996,-73.95098168604862,Italian; Desserts; Cocktail Bars
f8ipr8Wdy1_wHhw7JgNqPQ,Da Claudio,4.3,682,"21 Ann St, New York, NY 10038",(212) 285-2668,40.71087,-74.00753,Italian; Cocktail Bars; Seafood
hSpZSqElyjHTfE4lQJ97Cg,Mareluna,4.3,127,"137 Sullivan St, New York, NY 10012",(212) 510-7774,40.726787,-74.001836,Italian; Breakfast & Brunch; Cocktail Bars
kQuTJxm0KAX1AsS46vhC_g,Barbuto,3.9,148,"113 Horatio St, New York, NY 10014",(212) 924-9700,40.73885,-74.00932,Italian; New American
2Nwmd7-1d1rI6lb9QSSYYA,A Pasta Bar,4.0,630,"330 W Broadway, New York, NY 10013",(646) 762-4056,40.72229,-74.00403,Italian; Bars
5k_jwjhdFMPUNWhouGNzuA,Misi,4.1,848,"329 Kent Ave, Brooklyn, NY 11249",(347) 566-3262,40.71341,-73.96662,Italian
86StyWnuGaTuY6X2e3irOg,Alice Restaurant,4.1,209,"126 W 13th St, New York, NY 10011",(212) 691-4886,40.73710696813969,-73.99863114881475,Italian; Bars; Seafood
eMSTTuOUlKEnSOr8lPp3Xg,Ammazzacaffè,4.3,374,"702 Grand St, Brooklyn, NY 11211",(929) 250-2875,40.7113172,-73.9446243,Cocktail Bars; Italian; Wine Bars
zwOAiVT4pAmpNGXzj-t5MA,Lilia,3.9,1366,"567 Union Ave, Brooklyn, NY 11211",(718) 576-3095,40.7175344,-73.95240707729818,Italian; Cocktail Bars
WAVszL8c2-JhQdFpUAxFBg,Sartiano's,4.4,110,"99 Prince St, New York, NY 10012",(212) 658-1155,40.724810382008485,-73.99865347261444,Italian
yJF0VCK0ctftWqSmG93DZA,Alessa Cucina & Bar,4.7,31,"237 W 35th St, Ste B, New York, NY 10001",(929) 532-2552,40.752414070599656,-73.99133599999999,Italian; Cocktail Bars; Venues & Event Spaces
WESN7P6dKjgipjcd8laKIg,Lulla,4.2,90,"113 W 24th St, New York, NY 10011",(929) 588-8556,40.74412361013777,-73.99299409999999,Italian; Breakfast & Brunch; Cocktail Bars
yIFI6afTRP-tBhY6WsUOPg,Popina,4.3,108,"127 Columbia St, Brooklyn, NY 11231",(718) 222-1901,40.687361962701,-74.0014251909241,Southern; Italian
7AknGS1qVEyq_pHfmjkZtg,Wolf at Nordstrom NYC,4.5,134,"225 W 57th St, New York, NY 10019",(212) 295-2184,40.7662427,-73.98124349999999,Italian
mPHPVJ2-8mOR-lFHafrc6w,Evelina,4.4,459,"211 Dekalb Ave, Brooklyn, NY 11205",(929) 298-0209,40.689722,-73.971003,Italian
_N92SH1Zi-Hbxn_bNHFz0Q,Noodle Pudding,4.0,641,"38 Henry St, Brooklyn, NY 11201",(718) 625-3737,40.69979,-73.99203,Italian
Rc1Ay4C2BgLBouuM92SAtQ,Ferdi,4.6,89,"15 7th Ave S, New York, NY 10014",(646) 476-6464,40.72995,-74.00449,Italian; Desserts; Breakfast & Brunch
2pb3k7Jye9HvGMS1qtyNBQ,San Sabino,4.4,105,"113 Greenwich Ave, New York, NY 10014",(212) 970-8808,40.738072,-74.00218,Italian; Seafood; Cocktail Bars
vXnp_swBdwSZfxeMwsqGHg,Murano Ristorante,5.0,1,"120 E 56th St, New York, NY 10022",(212) 457-1299,40.76043,-73.970645,Italian; Bars; Steakhouses
Dng_LID2JNnc6M6A1FB19Q,Come Prima Ristorante,4.5,118,"903 Madison Ave, New York, NY 10021",(212) 517-7700,40.7721165011105,-73.965037390213,Bars; Italian
H0L6Uj4yByrNjeXD8ByoYg,La Voglia,4.0,85,"1645 3rd Ave, New York, NY 10128",(212) 417-0181,40.782687172752816,-73.9508638,Italian
mT3xxwCwCxLqqnGjZLH4UQ,Travelers Poets & Friends,4.3,39,"457 6th Ave, New York, NY 10011",(212) 420-0057,40.735252,-73.998682,Coffee & Tea; Breakfast & Brunch; Italian
jT_MoIPo-zcg0YuPKO45eA,Water & Wheat,4.7,95,"1379 3rd Ave, New York, NY 10075",(646) 484-5054,40.77388467411683,-73.95761864788513,Italian
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,4.4,311,"432 Union Ave, Brooklyn, NY 11211",(347) 916-1062,40.71338,-73.95136,Italian; Pizza; Bars
HpxYBu1ARzOGvuUcLJe54g,Giardino 54,4.2,266,"400 1/2 W 54th St, New York, NY 10019",(646) 726-4575,40.7660476,-73.987591,Wine Bars; Italian; Cocktail Bars
I6Wg1NFYAAVzM2OpsdqcXA,Grand Vin,4.0,578,"500 Grand St, Hoboken, NJ 07030",(201) 622-7009,40.74331,-74.03517,Wine Bars; Italian; Cocktail Bars
5EQOEAkH2Qh3Rv1TcnE7yA,Fiaschetteria Pistoia,4.1,209,"114 Christopher St, New York, NY 10014",(646) 609-2911,40.733161540060465,-74.00538546040627,Tuscan; Pasta Shops
xbrQ2dHuQoFJmNxAuOky4A,Vic's,4.3,635,"31 Great Jones St, New York, NY 10012",(212) 253-5700,40.72693,-73.99319,Italian; Cocktail Bars; Pizza
6zxulornYzrZtafE6EgqUQ,Osteria Accademia,4.4,62,"646 Amsterdam Ave, New York, NY 10025",(212) 685-0305,40.79125146299497,-73.97263216071319,Italian
TzVVPWK_4dhdSEpNqZwIhQ,Toscana 49,4.2,385,"143 East 49 St, New York, NY 10017",(212) 256-0190,40.7556957079225,-73.9717184007168,Italian
qKfD10PsDKP_9B7O1_7oJQ,All'Antico Vinaio,4.4,506,"729 8th Ave, New York, NY 10036",(917) 970-0033,40.7597,-73.98823,Italian; Sandwiches
jDIVPYpxQAk1HUAi0NIlQw,Pazza Notte,3.9,1138,"1375 6th Ave, New York, NY 10019",(212) 765-6288,40.763454,-73.97818,Italian; Lounges; Pizza
kIK1DBH6ODkSouhvz-4VWA,Il Tinello,4.6,129,"244 East 46th St, New York, NY 10017",(646) 682-7284,40.75265874754987,-73.97093351560888,Italian
yXMZSuLJEpNu24yhKey9XA,Forma Pasta Factory,4.6,290,"5 Greene Ave, Brooklyn, NY 11238",(347) 799-1333,40.686023409875474,-73.97314209999999,Italian; Pasta Shops; Salad
Ff9ir-c48QMsV4WIdaUzYQ,Terrone,3.5,35,"5203 Ctr Blvd, Queens, NY 11101",,40.74195009195166,-73.9598742,Pizza; Italian
RPP_wHhM8yZYIP5W-YHk6Q,Fumo,4.1,315,"2791 Broadway, New York, NY 10025",(646) 822-2921,40.80285617298625,-73.968119,Italian; Bars; Pizza
Fit_iIDn__NPVZpVlKFBFQ,Osteria 106,4.3,238,"53 W 106 St, New York, NY 10025",(646) 833-7614,40.79894,-73.96174,Italian
Qro_lPPQZ9_cehKG7MIi7g,Osteria Nonnino,4.3,160,"637 Hudson St, New York, NY 10014",(212) 625-3333,40.73888,-74.00574,Italian; Pasta Shops; Cocktail Bars
5eTSnxcWeAnFfNMThdmwNw,Roscioli,3.9,155,"43 MacDougal St, New York, NY 10011",,40.7277451,-74.00259462883604,Italian
a0IET3_yCFcO36OqGSsisg,Eataly NYC Flatiron,3.9,6377,"200 5th Ave, New York, NY 10010",(212) 229-2560,40.742101,-73.989922,Italian; Pizza; Grocery
hkooeEkd3oPsLD6JJrYpjA,Café Luce Italian Restaurant & Wine Bar,4.3,227,"235 E 53rd St, Manhattan, NY 10022",(646) 590-2777,40.75732569655829,-73.96792112111306,Italian; Pasta Shops; Wine Bars
syNFp2qrQtXfH4bskQVgaA,Portale,4.5,243,"126 W 18th St, New York, NY 10011",(917) 781-0255,40.74023348892918,-73.9962661,Italian; Bars
Vs8kQ4R381y27AH018gLpg,Supper,3.9,1540,"156 E 2nd St, New York, NY 10009",(212) 477-7600,40.72290786539601,-73.98520720537888,Italian; Desserts; Wine Bars
nHMDOIX32dGbfpuNUwsLNQ,AlMar,3.9,519,"111 Front St, Brooklyn, NY 11201",(718) 855-5288,40.702662,-73.989177,Italian; Breakfast & Brunch; Cocktail Bars
V-FCEicobl5Su-R7EVJQNA,La Lanterna Di Vittorio,4.2,1768,"129 MacDougal St, New York, NY 10012",(917) 639-3236,40.73069,-74.00015,Italian; Cafes; Pizza
oV_B5pRkcICNab7_eVoIcA,Go Nonna,4.4,194,"10-50 44th Dr, Long Island City, NY 11101",(718) 440-9914,40.74832507137695,-73.9499416,Argentine; Italian
bW3mY-voyav37nU0uaLmNQ,Dante,4.0,739,"79-81 Macdougal St, New York, NY 10012",(212) 982-5275,40.7288561,-74.00177181257429,Cocktail Bars; Italian; Breakfast & Brunch
MphfKkYFEe0BDQ6hZ0A5fA,Gelso & Grand,4.3,1611,"186 Grand St, New York, NY 10013",(212) 226-1600,40.71958,-73.99734,Italian; Pasta Shops; Pizza
kLJfizeHMQqesp1K9mfUtg,Via Quadronno,3.8,660,"25 E 73rd St, New York, NY 10021",(212) 650-9880,40.77277,-73.96514,Sandwiches; Italian
yMOTJA_nkzNtppia2SQccw,Ambra,4.3,47,"569 Hudson St, New York, NY 10014",(646) 989-8120,40.73591509248246,-74.00618474132641,Italian
MeUq9lombxM9alxs64tejQ,Pepolino Restaurant,4.3,678,"281 W Broadway, New York, NY 10013",(212) 966-9983,40.720756,-74.004885,Tuscan
eOavcW0CTyYwbLxnWWtrIQ,Santi,4.2,15,"520 Madison Ave, New York, NY 10022",(917) 410-6449,40.7602617,-73.97461994171618,Italian; Desserts; Cocktail Bars
faukkggAc_tuJ4THYlf4fg,La Masseria,4.1,808,"235 W 48th St, New York, NY 10036",(212) 582-2111,40.760868632784,-73.986348802868,Italian
jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,3.8,1129,"51 Grove St, New York, NY 10014",(212) 255-1962,40.733152,-74.003638,Italian
-Gc5sTFxoXM3Tiv_dkSJZg,Cecconi's Dumbo,3.5,1208,"55 Water St, Brooklyn, NY 11201",(718) 650-3900,40.703851696718694,-73.99146477492025,Italian
z7H9ApIGopnDnQaglnPTzg,Allora Ristorante,4.3,931,"145 E 47th St, New York, NY 10017",(212) 754-9800,40.75433,-73.97277,Italian; Bars
RG5atiZtuNtpDu6GrNUQGw,Norma Gastronomia Siciliana,4.2,183,"801 9th Ave, New York, NY 10019",(212) 889-0600,40.76563298237293,-73.98769143895947,Italian; Pizza
Ry9w-jFALWYhazi6jjyIKw,Rucola,4.1,594,"190 Dean St, Brooklyn, NY 11217",(718) 576-3209,40.68562,-73.98587,Italian; Diners; Breakfast & Brunch
QQpQujXQGbZBK6BeAokzDA,Pomp and Circumstance,4.8,197,"577 Lorimer St, Brooklyn, NY 11211",(718) 387-4861,40.71427259634444,-73.9496365,Italian; Mediterranean; Middle Eastern
ePJlqiIhoVKIJW69IE53rg,Botte Brooklyn,4.3,122,"327 Gold St, Brooklyn, NY 11201",(718) 586-5090,40.69446,-73.98316,Italian; Pizza
hpRrYBbKUqv8ewFKDjbjoA,Gersi,4.3,405,"316 Court St, Brooklyn, NY 11231",(347) 889-5077,40.683438,-73.995711,Italian; Wine Bars; Breakfast & Brunch
Sp-vnk-waTvKblG_88M4TA,Trapizzino,4.4,356,"144 Orchard St, New York, NY 10002",(212) 475-2555,40.72043,-73.98894,Italian; Wine Bars; Cocktail Bars
AUifp6IDKzmorCM6vY2fug,Pepe Giallo,4.0,832,"195 10th Ave, New York, NY 10011",(212) 242-6055,40.7468940064083,-74.0049896784992,Italian
gObd5Qhhv5yL1zBjRoltxg,Via Toscana,4.4,34,"344 W 52nd St, New York, NY 10019",(646) 906-3192,40.7639195,-73.98683660000002,Tapas Bars; Tuscan; Pizza
q3_FgDWWuXcVGiNuo_OPBQ,Fiaschetteria Pistoia,4.3,373,"647 E 11th St, New York, NY 10009",(212) 777-3355,40.72666,-73.9773,Tuscan; Pasta Shops
zzJA5P32V9MIHIMBIyasJw,Dante West Village,4.1,332,"551 Hudson St, New York, NY 10014",(212) 982-5275,40.735202,-74.006251,Cocktail Bars; Italian; Breakfast & Brunch
Tp3MF3DNXuW41A10PQ2nFw,Amali,3.9,539,"115 E 60th St, New York, NY 10022",(212) 339-8363,40.7633557384716,-73.9686296877489,Mediterranean; Italian; Venues & Event Spaces
eMqKFQbKQXq82EUVnlPguw,Bar Primi Penn District,4.1,128,"349 W 33rd St, New York, NY 10001",(212) 233-6100,40.7524583,-73.9954517,Italian; Bars; Pizza
eWMuXtaBzf0H5u0Vf_zpjw,Ciccio,4.3,331,"190 6th Ave, New York, NY 10013",(646) 476-9498,40.7263263267119,-74.0034471165676,Italian; Cocktail Bars; Diners
o5mMVFk4Hcpk2FuKfgTgdg,Malaparte,4.1,446,"753 Washington St, New York, NY 10014",(212) 255-2122,40.73687,-74.00804,Italian; Coffee & Tea; Pizza
r2nIYBSyXny1-7XvsL2PVg,Lena's Italian Kitchen,4.3,367,"551 2nd Ave, New York, NY 10016",(646) 846-5362,40.742664,-73.977783,Italian
f_1BjTChf6bobreSRpqhsw,Arco Cafe,4.4,389,"886 Amsterdam Ave, New York, NY 10025",(646) 781-9080,40.7988462,-73.967065,Sardinian; Pasta Shops
nMNHZ8bbobCrs6VC9zCm8Q,Twenty Three Grand,3.7,89,"23 Grand St, New York, NY 10013",(212) 201-9117,40.72279,-74.00491,New American; Breakfast & Brunch; Italian
OuvD_VLN0EWwwxccbv3-kw,Gjelina,3.9,16,"45 Bond St, New York, NY 10012",(646) 475-2506,40.725862,-73.993103,New American; Italian; Cocktail Bars
C6ohbrxuiGBuk7_a4oqy4Q,Tucci,3.8,67,"643 Broadway, New York, NY 10012",(917) 831-1401,40.726707855060745,-73.9959191,Cocktail Bars; Italian
qwgLrsefMv3HCspzThGd1g,Locanda Verde,4.3,13,"50 Hudson Yards, New York, NY 10001",(212) 925-3400,40.75493742530303,-74.00045130029837,Italian; Desserts; Breakfast & Brunch
HiNUBUR1hFwScd_OvVLQAg,La Pecora Bianca NoMad,4.0,1194,"1133 Broadway, New York, NY 10010",(212) 498-9696,40.74358,-73.9892,Italian; Cocktail Bars
f8TZ_ctcSwxwW8S69YKnwg,Il Bambino,4.4,1359,"34-08 31st Ave, Astoria, NY 11106",(718) 626-0087,40.76281,-73.92089,Italian; Sandwiches; Tapas Bars
FQ_9HzcX6_vLFnNIJ30jiA,Sant Ambroeus Brookfield,3.9,125,"230 Vesey St, New York, NY 10080",(212) 732-0907,40.7140744,-74.0153339,Coffee & Tea; Italian
OCTiJwvjoK81WoDwsTkFvA,Paesano of Mulberry Street,4.1,1643,"136 Mulberry St, New York, NY 10013",(212) 965-1188,40.718554,-73.997447,Italian; Salad; Seafood
jsYXlmCTsIOIZFMaGVc__w,All'Antico Vinaio,4.1,79,"36 E 60th St, New York, NY 10022",(917) 819-6559,40.763722870938516,-73.97003834110443,Sandwiches; Italian; Breakfast & Brunch
YfP61UK1ukhQwp9H0bXsmQ,Bar Sprezzatura,4.4,12,"790 8th Ave, New York, NY 10019",,40.76107215052018,-73.9867940213336,Italian; Cocktail Bars
XHhRAKq6DArQXYhkgvwaow,Spaghetti Incident,4.1,689,"231 Eldridge St, New York, NY 10002",(646) 896-1446,40.7223153441439,-73.9899454318763,Italian; Salad; Pasta Shops
MH08_pIRKsUSwfkVYxUE7w,Vinatería,3.9,691,"2211 Frederick Douglass Blvd, New York, NY 10026",(212) 662-8462,40.806656523356345,-73.95406344446592,Italian; Spanish; Mediterranean
WNOUPEZ6J8SZVSaK6Q3e-A,Porto By Antonio,4.3,1048,"8921 Old River Rd, North Bergen, NJ 07047",(201) 941-7107,40.8048834508642,-73.9934416639218,Italian; Pizza
4RhrQpbhjDmOyXT3qz7v2g,Osteria Carlina,4.3,127,"455 Hudson St, New York, NY 10014",(646) 559-5137,40.731409,-74.006984,Italian
iXV4FMZPru7BB_nwN_8mVw,Maiella,4.2,1219,"4610 Center Blvd, Long Island City, NY 11109",(718) 606-1770,40.7471944,-73.9566640197964,Italian; Seafood; Cocktail Bars
NAlOPUbFQVE0bUu8_wmBLQ,Rezdôra,4.0,820,"27 E 20th St, New York, NY 10003",,40.73901,-73.9891,Italian
15k7iqFbhf4h8L01yggLqg,Song E Napule,4.5,793,"146 W Houston St, New York, NY 10012",(212) 533-1242,40.72813,-74.00188,Pizza; Italian
